project_id,project_name,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_cost_overrun_percentage,final_status,primary_delay_cause,intervention_taken,intervention_outcome
HIST-01292,Jharkhand Airport Cargo Complex - Phase 1,Airports,Jharkhand,127.3,129.7,28,57,100.0,100.0,6,0,0,1,0,0,-4.7,2,0.7,Delayed,Pending clearance,Inter-Department Coordination,Successful
HIST-01293,Karnataka Transmission Line Augmentation - Phase 3,Power,Karnataka,309.3,332.0,46,61,86.9,96.5,8,1,0,0,1,0,2.7,0,6.5,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-01294,Tamil Nadu Solar Power Park - Phase 2,Power,Tamil Nadu,63.3,65.8,47,87,98.2,84.1,14,0,0,0,0,0,1.7,4,4.3,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01295,Rajasthan Solar Power Park - Phase 3,Power,Rajasthan,285.9,318.7,37,81,97.7,96.5,4,0,1,0,0,1,6.4,2,6.7,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01296,Telangana Smart City Development - Phase 1,Urban Development,Telangana,427.9,444.5,36,31,84.4,69.9,11,1,0,1,0,0,9.1,2,3.1,Under Review,Pending clearance,No Major Intervention,Not Applicable
HIST-01297,Madhya Pradesh Expressway Corridor - Phase 3,Roads,Madhya Pradesh,184.2,185.3,21,49,100.0,96.4,5,1,0,0,0,0,2.8,0,1.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01298,Haryana Ring Road Development - Phase 1,Roads,Haryana,522.5,578.4,31,19,65.7,61.5,8,2,0,0,0,0,10.2,0,8.7,Completed with Cost Overrun,No material delay,Milestone Restructuring,Partially Successful
HIST-01299,Uttar Pradesh Railway Electrification Project - Phase 2,Railways,Uttar Pradesh,963.5,1107.6,67,12,24.1,29.3,20,3,1,0,0,0,8.7,6,7.9,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01300,Kerala Solar Power Park - Phase 1,Power,Kerala,166.6,177.9,38,73,98.2,100.0,8,0,1,0,0,0,1.7,4,3.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01301,Karnataka Substation Capacity Expansion - Phase 1,Power,Karnataka,143.9,144.0,20,61,99.6,100.0,4,2,0,0,0,0,-1.1,0,2.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01302,Andhra Pradesh Expressway Corridor - Phase 1,Roads,Andhra Pradesh,201.0,205.4,33,81,100.0,100.0,14,1,0,1,0,0,3.7,5,3.6,Delayed,Pending clearance,Inter-Department Coordination,Partially Successful
HIST-01303,West Bengal Freight Corridor Development - Phase 1,Railways,West Bengal,262.7,262.7,61,77,100.0,94.3,17,0,0,1,0,0,-0.9,3,0.0,Delayed,Pending clearance,Inter-Department Coordination,No Significant Improvement
HIST-01304,Kerala Sewerage Network Upgrade - Phase 2,Urban Development,Kerala,72.3,72.9,64,8,13.7,7.1,14,1,0,0,0,0,-1.1,0,2.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01305,Madhya Pradesh Rail Line Doubling - Phase 2,Railways,Madhya Pradesh,416.7,416.7,20,26,100.0,100.0,7,1,0,0,0,0,-6.6,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01306,Tamil Nadu Affordable Housing Scheme - Phase 1,Urban Development,Tamil Nadu,475.3,489.2,29,46,100.0,96.1,6,1,0,0,0,1,2.2,0,3.4,Completed,No material delay,Contractor Replacement,Partially Successful
HIST-01307,Rajasthan Ring Road Development - Phase 1,Roads,Rajasthan,169.1,169.1,35,63,99.1,91.8,8,0,0,1,0,0,-0.2,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01308,Andhra Pradesh Expressway Corridor - Phase 3,Roads,Andhra Pradesh,369.9,376.8,41,50,100.0,100.0,11,0,0,1,0,0,1.9,0,1.5,Completed,No material delay,Inter-Department Coordination,Partially Successful
HIST-01309,Karnataka Thermal Power Plant Modernisation - Phase 2,Power,Karnataka,215.6,216.3,26,35,93.0,90.3,6,2,0,0,0,0,5.5,2,0.2,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-01310,Andhra Pradesh Expressway Corridor - Phase 1,Roads,Andhra Pradesh,228.7,229.8,48,41,84.0,84.0,11,0,1,0,0,0,-2.6,1,2.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01311,Gujarat Container Yard Development - Phase 2,Ports,Gujarat,81.2,93.2,40,17,46.9,51.9,11,3,1,0,1,0,-1.7,8,9.4,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01312,Jharkhand Airport Cargo Complex - Phase 3,Airports,Jharkhand,300.0,306.7,45,46,100.0,92.0,12,0,0,0,0,0,-7.2,0,0.6,Completed,No material delay,Milestone Restructuring,No Significant Improvement
HIST-01313,Odisha Affordable Housing Scheme - Phase 2,Urban Development,Odisha,1048.5,1052.2,54,48,92.1,100.0,14,1,0,0,0,0,0.4,1,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01314,Bihar Dam Rehabilitation Project - Phase 1,Water Resources,Bihar,781.5,899.5,32,70,95.8,100.0,5,2,0,1,0,1,8.1,3,7.5,Delayed,Milestone slippage,Contractor Replacement,Successful
HIST-01315,Andhra Pradesh Runway Expansion Project - Phase 1,Airports,Andhra Pradesh,25.0,25.0,40,47,85.8,88.2,12,1,0,0,0,0,3.6,1,1.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01316,Maharashtra State Highway Upgradation - Phase 1,Roads,Maharashtra,70.5,79.4,31,65,100.0,100.0,8,0,1,0,1,0,1.4,0,10.6,Completed with Cost Overrun,No material delay,Additional Funding Approval,Partially Successful
HIST-01317,Telangana Urban Renewal Mission - Phase 2,Urban Development,Telangana,431.1,462.5,34,80,100.0,100.0,9,1,0,1,0,0,3.5,0,8.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01318,Rajasthan Substation Capacity Expansion - Phase 3,Power,Rajasthan,93.5,95.9,32,23,71.3,84.7,12,0,0,0,0,0,-4.6,0,2.6,Under Review,No material delay,Inter-Department Coordination,Successful
HIST-01319,Madhya Pradesh Ring Road Development - Phase 1,Roads,Madhya Pradesh,507.4,519.8,34,16,58.9,63.0,11,2,0,0,0,0,4.4,0,3.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01320,Uttar Pradesh Affordable Housing Scheme - Phase 2,Urban Development,Uttar Pradesh,81.3,89.6,90,45,51.1,51.3,20,2,0,0,0,1,5.3,5,6.9,Under Review,Milestone slippage,Inter-Department Coordination,Partially Successful
HIST-01321,West Bengal Water Supply Augmentation - Phase 3,Water Resources,West Bengal,282.8,292.2,41,69,98.0,86.5,9,0,0,0,0,0,2.2,0,2.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01322,Telangana Substation Capacity Expansion - Phase 2,Power,Telangana,1987.9,2028.7,20,12,59.0,48.2,4,0,0,0,0,0,-2.4,0,2.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01323,Karnataka Smart City Development - Phase 2,Urban Development,Karnataka,587.6,646.1,30,55,92.5,100.0,9,2,0,0,0,1,9.0,1,6.9,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-01324,Telangana Solar Power Park - Phase 1,Power,Telangana,476.4,480.0,48,6,15.4,10.3,13,1,0,0,0,0,-1.3,0,2.1,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01325,Maharashtra Airport Cargo Complex - Phase 3,Airports,Maharashtra,122.1,129.0,25,75,100.0,88.9,5,0,1,0,0,0,0.7,6,4.8,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01326,Tamil Nadu Metro Rail Extension - Phase 1,Railways,Tamil Nadu,449.1,462.5,37,16,57.3,75.3,9,1,0,0,0,0,4.7,3,0.0,Under Review,Other execution delay,Contractor Replacement,Successful
HIST-01327,Uttar Pradesh Dam Rehabilitation Project - Phase 1,Water Resources,Uttar Pradesh,331.7,368.9,51,9,15.0,3.9,16,1,0,1,1,0,-1.9,0,9.6,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-01328,Odisha Solar Power Park - Phase 2,Power,Odisha,472.1,481.8,36,11,32.8,31.3,6,0,0,1,0,0,-6.8,0,4.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01329,Kerala Water Supply Augmentation - Phase 2,Water Resources,Kerala,137.8,150.7,54,54,94.3,90.6,12,3,1,0,0,0,10.5,0,8.6,Under Review,No material delay,Milestone Restructuring,No Significant Improvement
HIST-01330,Haryana Dam Rehabilitation Project - Phase 1,Water Resources,Haryana,434.9,442.6,47,29,63.8,54.7,13,0,0,0,0,0,-11.6,0,1.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01331,Karnataka Substation Capacity Expansion - Phase 2,Power,Karnataka,377.5,379.5,21,75,100.0,99.7,4,0,1,0,0,0,1.2,1,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01332,West Bengal State Highway Upgradation - Phase 2,Roads,West Bengal,166.8,168.4,80,9,11.6,0.0,18,0,0,1,0,0,0.6,1,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01333,Bihar River Interlinking Scheme - Phase 3,Water Resources,Bihar,95.4,103.6,58,25,42.3,47.0,13,0,1,0,1,0,-9.1,1,9.0,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01334,Haryana State Highway Upgradation - Phase 1,Roads,Haryana,98.3,109.8,41,68,94.8,79.8,8,1,1,1,0,0,11.5,1,13.3,Completed with Cost Overrun,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-01335,Rajasthan Transmission Line Augmentation - Phase 2,Power,Rajasthan,446.4,472.9,39,72,100.0,89.2,10,0,0,1,1,0,4.4,0,6.8,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01336,Madhya Pradesh Railway Electrification Project - Phase 1,Railways,Madhya Pradesh,169.7,203.3,41,76,100.0,97.9,9,0,1,1,1,0,1.7,0,17.7,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01337,Rajasthan Ring Road Development - Phase 3,Roads,Rajasthan,259.5,277.7,76,53,70.7,75.5,19,1,1,0,1,0,1.2,4,1.0,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01338,Bihar Expressway Corridor - Phase 2,Roads,Bihar,73.1,84.2,83,49,39.0,38.5,21,0,1,1,1,0,-2.1,0,14.9,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01339,Gujarat Metro Rail Extension - Phase 3,Railways,Gujarat,113.5,118.9,50,86,96.5,74.4,11,1,0,0,0,0,1.2,0,6.5,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01340,Andhra Pradesh National Highway Widening - Phase 1,Roads,Andhra Pradesh,83.5,89.0,32,83,92.5,84.7,8,0,1,0,0,0,2.4,0,6.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01341,West Bengal Smart City Development - Phase 1,Urban Development,West Bengal,359.8,369.8,22,35,96.4,100.0,8,0,0,0,0,0,9.0,0,1.7,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-01342,Madhya Pradesh Railway Electrification Project - Phase 3,Railways,Madhya Pradesh,237.4,260.4,14,59,90.1,99.9,4,2,0,1,0,0,3.3,0,9.9,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01343,Uttar Pradesh State Highway Upgradation - Phase 3,Roads,Uttar Pradesh,236.5,241.3,36,15,38.4,51.5,5,1,0,0,0,0,6.0,6,1.2,Delayed,Other execution delay,Milestone Restructuring,No Significant Improvement
HIST-01344,Jharkhand Substation Capacity Expansion - Phase 2,Power,Jharkhand,343.9,363.2,35,46,86.0,96.7,8,2,0,0,0,0,11.2,8,5.8,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-01345,Andhra Pradesh Metro Rail Extension - Phase 1,Railways,Andhra Pradesh,723.0,792.2,54,88,100.0,97.2,15,0,1,0,0,0,-3.7,9,6.8,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01346,Karnataka Airport Terminal Development - Phase 3,Airports,Karnataka,114.7,120.1,28,16,54.0,50.9,6,1,0,0,0,0,8.6,0,4.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01347,Uttar Pradesh State Highway Upgradation - Phase 3,Roads,Uttar Pradesh,360.0,418.0,25,27,100.0,100.0,6,0,1,0,1,0,-6.0,3,7.7,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01348,Karnataka Port Terminal Expansion - Phase 2,Ports,Karnataka,384.2,425.1,24,85,100.0,100.0,6,2,1,0,0,0,4.2,0,9.4,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01349,Gujarat Runway Expansion Project - Phase 3,Airports,Gujarat,47.4,50.3,49,66,92.0,99.8,10,1,0,0,0,0,1.8,0,8.4,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01350,Jharkhand Affordable Housing Scheme - Phase 3,Urban Development,Jharkhand,141.5,166.3,73,49,52.9,49.8,17,2,1,1,0,0,13.3,0,15.1,Under Review,No material delay,Inter-Department Coordination,Partially Successful
HIST-01351,Telangana Urban Renewal Mission - Phase 1,Urban Development,Telangana,96.3,109.7,59,80,100.0,100.0,12,2,1,1,0,0,12.6,3,8.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01352,Jharkhand Urban Renewal Mission - Phase 3,Urban Development,Jharkhand,517.8,527.6,58,31,57.0,62.0,14,1,0,0,0,0,-3.5,0,1.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01353,Madhya Pradesh Port Connectivity Corridor - Phase 1,Ports,Madhya Pradesh,89.2,94.0,59,44,71.2,63.7,16,0,1,0,0,1,-6.3,0,3.0,Under Review,No material delay,Contractor Replacement,Successful
HIST-01354,Madhya Pradesh Railway Electrification Project - Phase 2,Railways,Madhya Pradesh,240.4,266.6,48,27,54.4,37.2,10,2,0,0,1,0,1.8,2,10.3,Under Review,Milestone slippage,Additional Funding Approval,Partially Successful
HIST-01355,Uttar Pradesh Ring Road Development - Phase 1,Roads,Uttar Pradesh,292.9,304.4,50,50,100.0,100.0,13,0,0,1,0,0,1.2,5,3.3,Under Review,Pending clearance,Inter-Department Coordination,No Significant Improvement
HIST-01356,Uttar Pradesh State Highway Upgradation - Phase 1,Roads,Uttar Pradesh,290.9,327.5,41,30,68.7,61.8,11,2,0,1,1,1,-1.9,0,10.8,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01357,Gujarat Port Terminal Expansion - Phase 1,Ports,Gujarat,111.8,114.9,17,39,100.0,100.0,5,0,1,0,0,0,-3.2,0,3.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01358,Tamil Nadu River Interlinking Scheme - Phase 2,Water Resources,Tamil Nadu,409.8,416.6,47,67,100.0,90.2,11,0,0,0,0,0,-2.7,1,1.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01359,Odisha Thermal Power Plant Modernisation - Phase 1,Power,Odisha,211.8,220.8,51,22,39.5,38.7,13,0,0,0,0,0,1.2,1,4.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01360,Haryana Freight Corridor Development - Phase 1,Railways,Haryana,464.3,476.8,66,88,84.0,83.6,18,1,0,0,0,0,4.9,0,4.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01361,Rajasthan Smart City Development - Phase 3,Urban Development,Rajasthan,612.9,657.0,54,81,97.3,89.5,13,0,0,1,1,0,8.4,6,5.5,Delayed,Funding release,Additional Funding Approval,No Significant Improvement
HIST-01362,Telangana Rail Line Doubling - Phase 2,Railways,Telangana,1123.8,1245.3,64,26,32.5,29.1,19,1,1,0,0,0,3.9,1,8.1,Under Review,No material delay,Milestone Restructuring,Successful
HIST-01363,Andhra Pradesh Substation Capacity Expansion - Phase 3,Power,Andhra Pradesh,527.6,540.8,57,35,50.4,56.1,10,1,0,1,0,0,4.6,3,2.2,Under Review,Pending clearance,Inter-Department Coordination,Partially Successful
HIST-01364,Maharashtra Smart City Development - Phase 3,Urban Development,Maharashtra,430.6,435.4,56,85,86.1,90.8,12,1,0,0,0,0,4.2,4,1.5,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01365,Maharashtra Solar Power Park - Phase 3,Power,Maharashtra,3401.4,3610.7,25,8,24.7,37.7,8,0,0,0,0,1,-3.0,0,6.1,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-01366,Haryana Smart City Development - Phase 2,Urban Development,Haryana,440.5,522.0,14,68,93.0,79.7,7,2,1,0,1,0,6.7,9,14.9,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01367,Madhya Pradesh Metro Rail Extension - Phase 2,Railways,Madhya Pradesh,393.9,393.9,56,50,89.4,85.0,11,0,0,0,0,0,-3.2,1,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01368,Rajasthan River Interlinking Scheme - Phase 2,Water Resources,Rajasthan,341.7,346.9,29,18,60.4,61.4,4,1,0,1,0,0,0.3,3,0.9,Under Review,Pending clearance,Inter-Department Coordination,Successful
HIST-01369,Uttar Pradesh Runway Expansion Project - Phase 2,Airports,Uttar Pradesh,1322.9,1376.0,33,38,85.9,100.0,10,0,0,1,0,0,3.9,0,5.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01370,Haryana Railway Electrification Project - Phase 2,Railways,Haryana,384.5,430.2,30,76,93.3,100.0,10,0,1,0,1,0,6.8,0,11.3,Completed with Cost Overrun,No material delay,Milestone Restructuring,No Significant Improvement
HIST-01371,Andhra Pradesh Freight Corridor Development - Phase 1,Railways,Andhra Pradesh,379.2,386.6,51,35,62.1,58.2,14,1,0,0,0,0,2.8,0,2.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01372,Tamil Nadu Expressway Corridor - Phase 2,Roads,Tamil Nadu,368.5,396.6,25,40,100.0,100.0,5,1,1,0,0,0,0.1,10,6.9,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01373,Tamil Nadu Ring Road Development - Phase 2,Roads,Tamil Nadu,635.2,635.6,44,62,93.5,89.6,9,2,0,1,0,0,4.7,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01374,Odisha Sewerage Network Upgrade - Phase 1,Urban Development,Odisha,51.7,54.5,41,50,95.1,88.3,12,1,0,0,0,0,8.8,6,5.9,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01375,Kerala Rail Line Doubling - Phase 2,Railways,Kerala,232.2,248.7,59,54,91.8,99.0,15,0,0,0,0,1,9.0,0,7.5,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-01376,Gujarat River Interlinking Scheme - Phase 3,Water Resources,Gujarat,458.8,495.7,51,6,17.5,15.3,13,1,1,0,0,0,4.0,1,7.0,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-01377,Kerala Port Connectivity Corridor - Phase 2,Ports,Kerala,172.8,176.2,36,32,95.0,90.7,9,0,1,1,0,0,5.8,0,2.0,Under Review,No material delay,Milestone Restructuring,No Significant Improvement
HIST-01378,Madhya Pradesh Ring Road Development - Phase 2,Roads,Madhya Pradesh,268.4,299.1,48,69,95.3,100.0,10,0,1,1,0,0,3.0,3,8.8,Delayed,Land acquisition,Milestone Restructuring,Successful
HIST-01379,Uttar Pradesh Rail Line Doubling - Phase 3,Railways,Uttar Pradesh,775.9,897.1,78,81,100.0,100.0,19,1,1,0,0,1,6.2,0,8.1,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-01380,Uttar Pradesh Port Terminal Expansion - Phase 2,Ports,Uttar Pradesh,773.2,938.4,66,88,95.7,79.7,17,2,1,0,1,1,5.8,4,13.9,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01381,Haryana National Highway Widening - Phase 1,Roads,Haryana,557.8,576.1,36,21,55.1,45.4,7,1,0,0,0,0,-2.6,1,4.1,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01382,Haryana Transmission Line Augmentation - Phase 1,Power,Haryana,1347.0,1462.1,41,69,100.0,100.0,6,0,1,0,0,0,-1.5,0,8.7,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01383,Gujarat Expressway Corridor - Phase 2,Roads,Gujarat,205.2,212.1,49,49,100.0,95.8,9,0,1,0,0,0,-1.7,3,0.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01384,West Bengal Ring Road Development - Phase 3,Roads,West Bengal,116.6,132.4,45,10,16.5,17.9,11,2,1,1,0,0,-1.7,0,14.2,Under Review,No material delay,Land Acquisition Task Force,No Significant Improvement
HIST-01385,Karnataka Sewerage Network Upgrade - Phase 1,Urban Development,Karnataka,310.8,310.8,64,53,77.2,77.7,18,0,0,0,0,0,-2.4,0,0.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01386,Bihar Freight Corridor Development - Phase 2,Railways,Bihar,633.9,768.1,41,14,27.5,27.3,7,5,1,0,0,1,16.2,8,11.8,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01387,Jharkhand Freight Corridor Development - Phase 3,Railways,Jharkhand,513.4,575.9,33,86,100.0,93.9,7,1,1,0,0,0,7.3,4,5.5,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01388,Karnataka Ring Road Development - Phase 1,Roads,Karnataka,194.1,203.6,33,37,91.7,89.5,5,1,0,0,0,0,5.1,1,3.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01389,Madhya Pradesh Substation Capacity Expansion - Phase 2,Power,Madhya Pradesh,479.0,547.7,22,61,89.4,76.6,4,1,1,0,1,0,4.0,5,7.7,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01390,Gujarat Affordable Housing Scheme - Phase 3,Urban Development,Gujarat,183.0,202.6,37,32,76.3,74.6,9,2,0,0,0,1,4.4,3,11.1,Under Review,Milestone slippage,Contractor Replacement,Partially Successful
